"ComparisonGuid","ObjectType","SchemaName","ObjectName","ParentObjectName","DifferenceType","IsDeployable","IsDestructiveRisk","IsSelected","HasExplicitSelection"
"8c3b8b63-d538-4b8c-81f5-2c538ac0deb2","Index","SSop","Quotes.IX_Quotes_Active_QuoteGrid","Quotes","MissingInTarget","True","False","True","True"
"40a7c2c8-f676-4a05-b6ea-410f4c362c07","View","SCore","UsersGet_Advanced","","MissingInTarget","True","False","True","True"
"53832c3a-9c54-48ab-9365-4d2d2227f528","View","SCore","UserUsageLast7Days","","MissingInTarget","True","False","True","True"
"843912e6-98e1-4118-895b-21eb830210b0","View","SJob","Jobs_DWETL","","Different","True","False","True","True"
"11a255c0-db18-47ba-84f9-1d1724aa73d7","View","SSop","Quote_MergeInfo","","Different","True","False","True","True"
"55d9533f-89ff-4de6-9bd4-cc74d876f30a","Function","SCore","tvf_BusinessUnitsGet","","MissingInTarget","True","False","True","True"
"694eeb1c-f0dc-43cb-8fb9-b986b23bf671","Function","SCore","tvf_DepartmentsGet","","MissingInTarget","True","False","True","True"
"e3714aa0-b643-4d17-b555-667562cb2e2e","Function","SCore","tvf_GetScheduledActivities","","Different","True","False","True","True"
"e92b85fa-c2ad-4565-977e-8b2393f56e33","Function","SCore","tvf_GetUsersForDepartment","","MissingInTarget","True","False","True","True"
"b0f5f846-7cb1-4254-bcdb-8831a4fb41c1","Function","SCore","tvf_UniversalSearch","","MissingInTarget","True","False","True","True"
"2bd78f7e-d333-4339-85e6-507b6f71d814","Function","SCrm","tvf_AccountsCheckForDuplicate","","MissingInTarget","True","False","True","True"
"f011867d-d0be-4d79-8acc-8bcce3db526d","Function","SFin","tvf_AllTransactions","","Different","True","False","True","True"
"3a8fc055-9e54-48fc-b4ae-df65e9b4e4b0","Function","SFin","tvf_InvoiceRequests","","Different","True","False","True","True"
"450638fb-03cb-45c6-aa9e-c638ff641b7a","Function","SFin","tvf_InvoiceScheduleMonthConfigurationValidate","","Different","True","False","True","True"
"c3448475-4471-4ffc-bd2d-aeb11be0af4d","Function","SFin","tvf_JobInvoiceProcessingModeHistory","","MissingInTarget","True","False","True","True"
"7997c00b-93ee-44d6-bc44-616cdca968ba","Function","SFin","tvf_TransactionSageSubmissionMonitor","","Different","True","False","True","True"
"9a65e43d-3d69-41bc-ac25-18bfd42fa1e3","Function","SJob","AssetDuplicateCheck","","MissingInTarget","True","False","True","True"
"c56c89be-60aa-48ce-a0e9-aa5e2f729c11","Function","SJob","tvf_AssetsCheckForDuplicate","","MissingInTarget","True","False","True","True"
"9cecd48e-ae85-4fad-848d-b5edf4995155","Function","SJob","tvf_EngineeringJobsFinancialOverview","","MissingInTarget","True","False","True","True"
"36fdf7b9-f6bb-4f70-bbbe-febff2864afd","Function","SJob","tvf_SubcontractorInvoices","","Different","True","False","True","True"
"f322a3c1-bd61-4104-9195-d47f0a1cb53c","Function","SSop","tvf_EnquiriesValidate","","Different","True","False","True","True"
"a2457b33-6794-4306-ba19-e87993e8db9a","Function","SSop","tvf_ProjectDocumentNavigation","","Different","True","False","True","True"
"e1371735-c2a2-40ce-8913-283e696e056c","Function","SSop","tvf_Quotes","","Different","True","False","True","True"
"5c9efddd-671f-47bf-9072-48b3290b0a9f","StoredProcedure","SFin","InvoiceRequestItemsDelete","","MissingInTarget","True","False","True","True"
"4d268b46-2f3e-4479-9ba0-fd2266024fff","StoredProcedure","SFin","InvoiceScheduleMonthlyDrawdownAmendmentAssert","","MissingInTarget","True","False","True","True"
"1fbf49d3-3d4a-44eb-b410-8773c31cb13e","StoredProcedure","SFin","JobInvoiceProcessingMode_Set","","Different","True","False","True","True"
"e066534f-87b5-4c65-80a4-7e0701b10e4c","StoredProcedure","SFin","SageInboundDocumentStatus_TryClaim","","Different","True","False","True","True"
"16a7ecc2-c1f3-4812-a0c5-3fc26096de29","StoredProcedure","SFin","SageInboundPaymentSync_Worklist","","Different","True","False","True","True"
"889c1181-7d68-4431-b527-3ff71b394c19","StoredProcedure","SFin","TransactionSageSubmission_EnsureQueued","","MissingInTarget","True","False","True","True"
"38b613e5-5b0c-4e7a-99d4-c93ce1570eaa","StoredProcedure","SFin","TransactionSageSubmission_Requeue","","Different","True","False","True","True"
"43016bf9-df99-49a6-a02f-f880bf80ec4d","StoredProcedure","SFin","TransactionsUpsert","","Different","True","False","True","True"
"0519a878-ff9b-4cd9-9990-905827d7e723","StoredProcedure","SFin","TransactionUnbatch","","Different","True","False","True","True"
"fd2be579-7783-4681-b70c-68d745de6b83","StoredProcedure","SJob","JobsUpsert","","Different","True","False","True","True"
"c51b30dd-540a-4dca-b69a-eefbe21c8a1a","StoredProcedure","SJob","PurchaseOrdersUpsert","","Different","True","False","True","True"
"335f432a-db4f-419e-a3bd-218f80f220e7","StoredProcedure","SJob","SubContractorInvoicesUpsert","","Different","True","False","True","True"
"a154a38d-f997-46cc-9253-ff75b9fa5bb1","StoredProcedure","SMigration","MetadataApply_Run","","Different","True","False","True","True"
"6be923c3-a956-46bd-a1d9-6c446cdcfd2d","StoredProcedure","SMigration","MetadataApplyIdentityMap_Build","","Different","True","False","True","True"
"2e3ea95a-23ea-4ac3-9308-fee236bd2952","StoredProcedure","SMigration","MetadataApplyPreview_Get","","Different","True","False","True","True"
"d882dde8-99ae-4512-b73b-215b5c591e83","StoredProcedure","SMigration","MetadataIdentityMapOverride_Upsert","","Different","True","False","True","True"
"23bf5f7b-b1e0-428e-8805-cd238b722606","StoredProcedure","SMigration","MetadataRegistry_SyncFromEntityTypes","","Different","True","False","True","True"
"2f9e0849-c3bb-4379-b3d6-1486582fdcad","StoredProcedure","SMigration","MetadataStage_Run","","Different","True","False","True","True"
"41778869-1a14-414e-a635-742deb9ebf88","StoredProcedure","SMigration","OnboardingAuditDashboard","","Different","True","False","True","True"
"e235e282-7488-4b2b-9199-baa5334572cc","StoredProcedure","SMigration","OnboardingDiff_Report","","Different","True","False","True","True"
"8c14c045-8996-4c8f-8be5-c1d810d0249a","StoredProcedure","SMigration","OnboardingEntityScope_List","","MissingInTarget","True","False","True","True"
"1419fc47-edd1-4416-acc3-7ba7dce88e0f","StoredProcedure","SMigration","OnboardingEntityScope_Seed","","MissingInTarget","True","False","True","True"
"b4e633e2-f61b-4fd2-bc01-77c6bb74963f","StoredProcedure","SMigration","OnboardingImport_Apply","","Different","True","False","True","True"
"12c8a93c-3ffd-4063-9615-d1d3ab62e159","StoredProcedure","SMigration","OnboardingLookup_BusinessUnitGroups","","Different","True","False","True","True"
"c5928fdc-f318-484d-a9ef-fdbb9c1b8b51","StoredProcedure","SMigration","OnboardingLookup_Runs","","Different","True","False","True","True"
"719d21b7-4208-4d59-bef8-503c72669fbe","StoredProcedure","SMigration","OnboardingReport","","Different","True","False","True","True"
"c3df1c17-71e7-4279-95ed-b17bcd9bc299","StoredProcedure","SMigration","OnboardingReport_StagedData","","Different","True","False","True","True"
"55128359-7b60-4c85-b11f-457892b777f3","StoredProcedure","SMigration","OnboardingRun_Reserve","","MissingInTarget","True","False","True","True"
"5acd4822-0d75-4d21-be6b-10909c459ac2","StoredProcedure","SMigration","OnboardingRunEntitySelection_ApplyToStage","","MissingInTarget","True","False","True","True"
"7e9f9abe-f20b-4de6-a6c3-392ab844c9c7","StoredProcedure","SMigration","OnboardingRunEntitySelection_Default","","MissingInTarget","True","False","True","True"
"bcfe1ac8-f634-49a6-b999-66314658c2c5","StoredProcedure","SMigration","OnboardingRunEntitySelection_List","","MissingInTarget","True","False","True","True"
"b0d224a7-d486-42ee-9bac-e25a56b86d14","StoredProcedure","SMigration","OnboardingRunEntitySelection_Save","","MissingInTarget","True","False","True","True"
"e1824769-872d-4eff-a99a-356b10c3bd8b","StoredProcedure","SMigration","OnboardingRunStageSelection_ApplyToStage","","MissingInTarget","True","False","True","True"
"1689683f-1320-46ab-9746-eff0eee27388","StoredProcedure","SMigration","OnboardingRunStageSelection_List","","MissingInTarget","True","False","True","True"
"168a2d21-8251-41ac-b81a-c6c45c3ad7b7","StoredProcedure","SMigration","OnboardingRunStageSelection_Save","","MissingInTarget","True","False","True","True"
"a46cc15b-18cf-490c-9446-e7403ebf68e2","StoredProcedure","SMigration","OnboardingStage_FinaliseApiLoad","","MissingInTarget","True","False","True","True"
"47d1d658-49e0-48b8-a388-2eabb8f39ae7","StoredProcedure","SMigration","OnboardingStage_LoadFromSource","","Different","True","False","True","True"
"2d636dac-e734-431b-92b3-8cea60f8d0d2","StoredProcedure","SMigration","OnboardingStage_Reset","","Different","True","False","True","True"
"efd9a620-76b2-42f4-b840-2380d53c4bed","StoredProcedure","SMigration","OnboardingValidate","","Different","True","False","True","True"
"45b99d77-5ae5-4fbf-835d-0e13af4a540c","StoredProcedure","SMigration","SchemaDeploymentPlan_Get","","Different","True","False","True","True"
"55d3f837-e337-46cc-ba64-af3cdfd41bbf","StoredProcedure","SSop","CriticalProjectNotesDelete","","MissingInTarget","True","False","True","True"
"fdb0559d-ba35-4316-8bb6-e9d3ea398259","StoredProcedure","SSop","CriticalProjectNotesUpsert","","MissingInTarget","True","False","True","True"
"1a2436e1-6573-4057-ae62-8820d90a0c55","StoredProcedure","SSop","EnquiryCreateQuotes","","Different","True","False","True","True"
"cff82cc5-d40b-4aec-850d-247202f3f9a8","StoredProcedure","SSop","QuotesDuplicate","","Different","True","False","True","True"
"5533392d-5d0a-4fe5-9cc8-6833bc030a33","Trigger","SFin","tr_Transactions_RecordBatchApprovalTransition","SFin.Transactions","Different","True","False","True","True"
