"ComparisonGuid","ObjectType","SchemaName","ObjectName","ParentObjectName","DifferenceType","SourceHash","TargetHash","SourceFile","PreflightFile","SupportFiles","DeploymentMode","IsSupported","Reason"
"8c9a391b-29db-48c6-b2b8-53b94c5fcd26","Function","SJob","AssetDuplicateCheck","","MissingInTarget","B70DF03F74DF0E1216203260389D04CF02589D41B36F68EF53753B9E3C255187","","C:\Users\stephen.brett\source\CymBuild.Monorepo\Database\CymBuild_DB\Schema\Programmability\Functions\SJob.AssetDuplicateCheck.sql","","System.Object[]","CanonicalAlter","True","Source-controlled SQL file resolved."
"0ae48b97-a4df-4600-9e36-dae9074ed2fb","Function","SJob","tvf_AssetsCheckForDuplicate","","MissingInTarget","483C0D1DFA701CCBA00C06E2930FA03A5C964684DA095043B4965F3ED0D86AC7","","C:\Users\stephen.brett\source\CymBuild.Monorepo\Database\CymBuild_DB\Schema\Programmability\Functions\SJob.tvf_AssetsCheckForDuplicate.sql","","System.Object[]","CanonicalAlter","True","Source-controlled SQL file resolved."
