"ComparisonGuid","ObjectType","SchemaName","ObjectName","ParentObjectName","DifferenceType","SourceHash","TargetHash","SourceFile","PreflightFile","SupportFiles","DeploymentMode","IsSupported","WasMaterialized","MaterializedDefinitionSha256","Reason"
"0f414f98-b9cb-4404-8371-ec5dd74c213b","View","SCore","UsersGet_Advanced","","MissingInTarget","4FF2369289A2DAD8646B41653B49F3A9EC5AC9DB6CC8912BC75E986AF4B5FE0E","","C:\Users\stephen.brett\source\CymBuild.Monorepo\Database\CymBuild_DB\Schema\Views\SCore.UsersGet_Advanced.sql","","System.Object[]","CanonicalAlter","True","False","","Source-controlled SQL file resolved."
